ra,ano,fase,pedra,idade_unificada,genero,bolsa,ian,ida,ieg,iaa,ips,ipp,ipv,inde,delta_ida,delta_ieg,delta_ips,risco_defasagem
RA-68,2022,Fase 5,Nao_Informado,16,Masculino,Não,5.0,4.0,6.0,8.3,7.5,,7.944,6.438,0.0,0.0,0.0,1
RA-680,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,7.4,8.8,9.5,7.5,,7.75,7.518,0.0,0.0,0.0,1
RA-680,2023,Fase 1,Agata,0,Feminino,Não,5.0,6.4,9.1,0.0,7.52,6.875,7.78,6.5855,-1.0,0.29999999999999893,0.019999999999999574,1
RA-680,2024,Fase 2,Quartzo,12,Feminino,Não,5.0,3.0,6.6428571430000005,0.0,5.635,6.666666667,6.606666667,4.9800714287000005,-3.4000000000000004,-2.457142856999999,-1.8849999999999998,1
RA-681,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,6.5,8.5,8.5,6.9,,8.0,7.204,0.0,0.0,0.0,1
RA-681,2023,Fase 0 (Alfa),Agata,10,Masculino,Não,5.0,8.3,7.8,0.0,3.77,5.625,8.18,6.2955,1.8000000000000007,-0.7000000000000002,-3.1300000000000003,1
RA-681,2024,Fase 1,Agata,11,Masculino,Sim,5.0,2.5,7.840909091,9.502,6.26,5.625,6.665,6.0398818182000005,-5.800000000000001,0.04090909100000051,2.4899999999999998,1
RA-682,2022,Fase 0 (Alfa),Nao_Informado,11,Masculino,Não,5.0,7.0,9.1,9.5,7.5,,8.083,7.625,0.0,0.0,0.0,1
RA-683,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,4.0,5.0,7.9,7.5,,8.083,6.011,0.0,0.0,0.0,1
RA-684,2022,Fase 0 (Alfa),Nao_Informado,7,Masculino,Não,10.0,9.3,7.5,9.5,8.1,,7.917,8.26,0.0,0.0,0.0,0
RA-684,2023,Fase 0 (Alfa),Ametista,8,Masculino,Sim,10.0,6.5,8.1,9.0,7.52,6.875,5.84,7.4277,-2.8000000000000007,0.5999999999999996,-0.5800000000000001,0
RA-684,2024,Fase 1,Ametista,9,Masculino,Sim,10.0,4.25,9.090909091,10.0,7.51,7.5,8.0,7.769381818200001,-2.25,0.9909090910000007,-0.009999999999999787,0
RA-685,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,8.0,6.2,9.0,5.0,,7.833,6.864,0.0,0.0,0.0,1
RA-686,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,8.8,8.6,7.5,8.1,,8.083,7.729,0.0,0.0,0.0,1
RA-686,2023,Fase 1,Ametista,10,Feminino,Não,5.0,8.0,9.0,8.5,7.52,7.5,8.56,7.9642,-0.8000000000000007,0.40000000000000036,-0.5800000000000001,1
RA-686,2024,Fase 2,Topázio,11,Feminino,Não,10.0,7.25,8.7857142855,8.002,6.885,8.4375,7.503333333,8.040259523700001,-0.75,-0.21428571450000078,-0.6349999999999998,0
RA-687,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,8.3,9.0,8.5,8.1,,8.0,7.703,0.0,0.0,0.0,1
RA-687,2023,Fase 1,Ametista,10,Masculino,Não,5.0,6.9,9.0,8.0,7.52,7.5,8.226666667,7.617533333,-1.4000000000000004,0.0,-0.5800000000000001,1
RA-687,2024,Fase 2,Topázio,11,Masculino,Não,10.0,7.25,9.2355889725,7.502,7.51,8.75,8.003333333,8.2739844611,0.34999999999999964,0.23558897250000044,-0.009999999999999787,0
RA-688,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,7.9,9.7,8.5,7.5,,7.917,7.771,0.0,0.0,0.0,1
RA-688,2023,Fase 1,Topázio,10,Masculino,Não,5.0,8.6,9.3,8.5,7.52,7.5,8.06,8.0442,0.6999999999999993,-0.3999999999999986,0.019999999999999574,1
RA-688,2024,Fase 2,Topázio,11,Masculino,Não,10.0,7.5,10.0,9.502,8.13,8.333333333,9.45,8.986533333300002,-1.0999999999999996,0.6999999999999993,0.6100000000000012,0
RA-689,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,5.8,7.9,7.4,5.6,,6.667,6.433,0.0,0.0,0.0,1
RA-69,2022,Fase 5,Nao_Informado,16,Masculino,Não,5.0,2.5,6.1,8.3,7.5,,6.167,5.718,0.0,0.0,0.0,1
RA-690,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,7.0,9.5,9.5,7.5,,7.417,7.541,0.0,0.0,0.0,1
RA-690,2023,Fase 0 (Alfa),Topázio,0,Feminino,Não,5.0,9.1,9.8,9.0,6.89,7.5,10.0,8.6112,2.0999999999999996,0.3000000000000007,-0.6100000000000003,1
RA-690,2024,Fase 1,Ametista,11,Feminino,Não,5.0,6.25,8.409090909,7.918,7.51,8.4375,7.835,7.3853681818,-2.8499999999999996,-1.390909091000001,0.6200000000000001,1
RA-691,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,9.4,9.2,10.0,8.1,,7.917,8.68,0.0,0.0,0.0,0
RA-692,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,6.9,8.9,9.5,8.1,,7.917,7.569,0.0,0.0,0.0,1
RA-692,2023,Fase 1,Agata,10,Feminino,Sim,5.0,4.6,7.7,7.4,7.52,6.666666667,7.39,6.588466667,-2.3000000000000007,-1.2000000000000002,-0.5800000000000001,1
RA-693,2022,Fase 0 (Alfa),Nao_Informado,7,Feminino,Não,10.0,5.7,9.8,9.5,8.1,,7.667,7.944,0.0,0.0,0.0,0
RA-693,2023,Fase 0 (Alfa),Topázio,0,Feminino,Não,10.0,8.5,9.4,10.0,6.89,7.5,10.0,9.0112,2.8,-0.40000000000000036,-1.21,0
RA-693,2024,Fase 1,Topázio,9,Feminino,Não,10.0,8.0,9.5227272725,10.0,9.38,7.8125,8.42,8.9079954545,-0.5,0.12272727249999882,2.490000000000001,0
RA-694,2022,Fase 0 (Alfa),Nao_Informado,8,Masculino,Não,10.0,8.1,9.0,10.0,8.1,,7.917,8.378,0.0,0.0,0.0,0
RA-695,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,2.5,3.1,9.0,7.5,,2.5,4.28,0.0,0.0,0.0,0
RA-696,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,6.6,9.0,8.5,7.5,,8.167,7.441,0.0,0.0,0.0,1
RA-696,2023,Fase 1,Ametista,0,Feminino,Não,10.0,6.7,9.4,0.0,5.02,7.5,8.503333333,7.172666667,0.10000000000000053,0.40000000000000036,-2.4800000000000004,0
RA-696,2024,Fase 2,Ametista,10,Feminino,Não,10.0,5.25,7.845238095,7.418,7.51,7.708333333,8.0,7.482680952299999,-1.4500000000000002,-1.5547619050000003,2.49,0
RA-697,2022,Fase 0 (Alfa),Nao_Informado,11,Masculino,Não,5.0,8.4,9.3,7.0,7.5,,8.083,7.675,0.0,0.0,0.0,1
RA-698,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,8.1,9.8,9.0,2.5,,8.083,7.44,0.0,0.0,0.0,1
RA-698,2023,Fase 1,Ametista,9,Masculino,Não,10.0,5.7,9.9,8.5,2.52,7.1875,8.113333333,7.553616667,-2.3999999999999995,0.09999999999999964,0.020000000000000018,0
RA-698,2024,Fase 2,Ametista,10,Masculino,Não,10.0,4.5,8.3214285715,9.002,6.88,7.291666667,7.273333333,7.3363190476,-1.2000000000000002,-1.5785714285,4.359999999999999,0
RA-699,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,7.1,9.2,5.2,7.5,,6.0,6.658,0.0,0.0,0.0,1
RA-699,2023,Fase 1,Agata,10,Masculino,Não,5.0,6.0,8.3,8.5,3.77,5.78125,6.173333333,6.389991667,-1.0999999999999996,-0.8999999999999986,-3.73,1
RA-699,2024,Fase 1,Agata,11,Masculino,Não,5.0,6.5,7.727272727000001,6.334,6.26,6.5625,5.833333333,6.427771212000001,0.5,-0.5727272729999999,2.4899999999999998,1
RA-7,2022,Fase 7,Nao_Informado,18,Masculino,Não,5.0,7.6,8.4,0.0,7.5,,7.667,6.818,0.0,0.0,0.0,1
RA-70,2022,Fase 5,Nao_Informado,16,Feminino,Não,5.0,2.9,6.6,8.8,5.0,,6.111,5.712,0.0,0.0,0.0,1
RA-70,2023,Fase 5,Agata,17,Feminino,Não,5.0,4.3,9.2,9.2,5.0,7.5,7.545,6.869133333,1.4,2.5999999999999996,0.0,1
RA-700,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,9.2,8.7,9.0,7.5,,7.083,7.738,0.0,0.0,0.0,1
RA-700,2023,Fase 0 (Alfa),Topázio,9,Feminino,Não,5.0,7.8,9.7,9.5,7.52,6.25,9.84,8.2852,-1.3999999999999995,1.0,0.019999999999999574,1
RA-700,2024,Fase 1,Ametista,11,Feminino,Não,5.0,5.25,9.564393939,8.502,5.635,7.291666667,7.0,7.005745454500001,-2.55,-0.13560606099999895,-1.8849999999999998,1
RA-701,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,8.7,9.3,9.0,7.5,,7.417,7.755,0.0,0.0,0.0,1
RA-701,2023,Fase 0 (Alfa),Ametista,0,Masculino,Não,5.0,7.2,9.9,9.5,3.77,6.25,7.68,7.3982,-1.4999999999999991,0.5999999999999996,-3.73,1
RA-702,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,6.8,8.6,10.0,5.0,,7.0,7.387,0.0,0.0,0.0,0
RA-702,2023,Fase 0 (Alfa),Topázio,0,Feminino,Não,5.0,9.3,10.0,10.0,5.63,7.5,7.833333333,8.239866667,2.500000000000001,1.4000000000000004,0.6299999999999999,1
RA-702,2024,Fase 0 (Alfa),Ametista,10,Feminino,Não,5.0,9.25,9.75,9.002,2.51,7.8125,7.163333333,7.665116666600001,-0.05000000000000071,-0.25,-3.12,1
RA-703,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,5.1,7.4,7.5,5.0,,6.833,6.099,0.0,0.0,0.0,1
RA-703,2023,Fase 0 (Alfa),Agata,11,Masculino,Não,5.0,4.6,8.4,9.5,3.14,6.875,6.16,6.2737,-0.5,1.0,-1.8599999999999999,1
RA-704,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,7.2,8.6,9.0,5.0,,6.583,6.741,0.0,0.0,0.0,1
RA-704,2023,Fase 0 (Alfa),Agata,0,Masculino,Não,5.0,6.1,9.9,10.0,3.14,5.625,6.265,6.8297,-1.1000000000000005,1.3000000000000007,-1.8599999999999999,1
RA-704,2024,Fase 1,Agata,12,Masculino,Não,5.0,6.5,8.646245059,7.502,5.635,6.458333333,6.616666667,6.8121156785000005,0.40000000000000036,-1.2537549410000004,2.4949999999999997,1
RA-705,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,7.1,6.2,9.5,7.5,,6.333,6.634,0.0,0.0,0.0,1
RA-705,2023,Fase 0 (Alfa),Agata,10,Masculino,Não,5.0,8.8,8.3,0.0,6.89,7.5,8.165,6.982,1.700000000000001,2.1000000000000005,-0.6100000000000003,1
RA-705,2024,Fase 1,Quartzo,12,Masculino,Não,5.0,3.5,6.4285714285,9.002,5.005,5.625,4.226666667,5.294247619100001,-5.300000000000001,-1.871428571500001,-1.8849999999999998,1
RA-706,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,9.1,6.7,9.5,7.5,,8.417,7.659,0.0,0.0,0.0,1
RA-706,2023,Fase 0 (Alfa),Ametista,0,Feminino,Não,5.0,7.3,7.8,9.0,4.39,6.875,8.08,7.1527,-1.7999999999999998,1.0999999999999996,-3.1100000000000003,1
RA-706,2024,Fase 2,Quartzo,11,Feminino,Não,10.0,3.25,7.1428571430000005,0.0,6.26,7.65625,7.0,5.8701964286,-4.05,-0.6571428569999993,1.87,0
RA-707,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,8.5,8.1,10.0,6.9,,8.083,7.679,0.0,0.0,0.0,1
RA-707,2023,Fase 1,Agata,0,Feminino,Não,5.0,6.5,9.8,0.0,3.77,7.916666667,7.946666667,6.518,-2.0,1.700000000000001,-3.1300000000000003,1
RA-707,2024,Fase 2,Agata,12,Feminino,Não,5.0,6.5,7.7236842105,7.917,4.375,6.40625,6.415,6.4975618421000005,0.0,-2.0763157895000006,0.605,1
RA-708,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,7.3,8.4,8.0,7.5,,7.583,7.282,0.0,0.0,0.0,1
RA-708,2023,Fase 0 (Alfa),Ametista,9,Masculino,Não,5.0,9.2,9.8,0.0,7.52,8.125,8.28,7.5105,1.8999999999999995,1.4000000000000004,0.019999999999999574,1
RA-709,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,2.3,3.5,9.5,7.5,,7.083,5.313,0.0,0.0,0.0,1
RA-709,2023,Fase 0 (Alfa),Agata,11,Feminino,Não,5.0,4.9,7.9,10.0,7.52,5.625,6.59,6.6927,2.6000000000000005,4.4,0.019999999999999574,1
RA-709,2024,Fase 1,Agata,12,Feminino,Não,5.0,6.0,7.994071146,7.418,7.51,6.875,6.773333333,6.833780895800001,1.0999999999999996,0.09407114599999922,-0.009999999999999787,1
RA-71,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,1.2,2.0,7.9,7.5,,5.833,4.332,0.0,0.0,0.0,1
RA-71,2023,Fase 6,Ametista,0,Feminino,Não,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,7.3651,5.3999999999999995,7.800000000000001,-1.2400000000000002,1
RA-710,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,6.9,8.9,9.5,5.0,,8.0,7.285,0.0,0.0,0.0,1
RA-710,2023,Fase 1,Ametista,0,Masculino,Não,5.0,6.5,9.0,9.5,3.77,7.083333333,7.113333333,7.0582,-0.40000000000000036,0.09999999999999964,-1.23,1
RA-710,2024,Fase 2,Ametista,12,Masculino,Não,5.0,6.75,8.170995671,9.168,5.625,7.65625,6.5375,7.0366241342,0.25,-0.829004329,1.855,1
RA-711,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,3.5,7.9,9.0,6.3,,6.0,6.04,0.0,0.0,0.0,1
RA-712,2022,Fase 0 (Alfa),Nao_Informado,11,Masculino,Não,5.0,8.0,5.1,8.0,5.0,,5.833,6.026,0.0,0.0,0.0,1
RA-712,2023,Fase 1,Agata,12,Masculino,Não,5.0,6.7,5.6,9.5,3.14,7.5,6.836666667,6.331533333,-1.2999999999999998,0.5,-1.8599999999999999,1
RA-712,2024,Fase 2,Agata,13,Masculino,Não,5.0,6.75,5.983436853,7.502,5.625,6.5625,6.04,6.2236373706000006,0.04999999999999982,0.3834368530000001,2.485,1
RA-713,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,7.8,8.7,10.0,7.5,,7.25,7.42,0.0,0.0,0.0,1
RA-713,2023,Fase 1,Ametista,10,Masculino,Não,5.0,7.5,9.6,8.0,3.77,6.875,8.166666667,7.408033333,-0.2999999999999998,0.9000000000000004,-3.73,1
RA-713,2024,Fase 2,Ametista,11,Masculino,Não,10.0,6.75,7.525879916999999,8.002,7.51,7.03125,6.79,7.467500983400001,-0.75,-2.0741200830000004,3.7399999999999998,0
RA-714,2022,Fase 0 (Alfa),Nao_Informado,11,Masculino,Não,5.0,8.0,6.9,9.0,5.6,,7.25,6.953,0.0,0.0,0.0,1
RA-714,2023,Fase 1,Agata,12,Masculino,Não,5.0,7.4,8.0,0.0,3.14,7.5,7.223333333,6.078666667,-0.5999999999999996,1.0999999999999996,-2.4599999999999995,1
RA-714,2024,Fase 2,Quartzo,13,Masculino,Não,5.0,4.0,6.873706004,0.0,6.255,7.65625,6.9975,5.4653662008,-3.4000000000000004,-1.1262939960000002,3.1149999999999998,1
RA-715,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,4.9,8.7,8.5,4.4,,7.917,6.656,0.0,0.0,0.0,1
RA-715,2023,Fase 0 (Alfa),Quartzo,0,Feminino,Não,5.0,5.4,9.5,0.0,3.14,5.625,7.675,5.8915,0.5,0.8000000000000007,-1.2600000000000002,1
RA-715,2024,Fase 2,Quartzo,11,Feminino,Não,10.0,2.75,5.250626566499999,9.002,3.755,5.0,4.67,5.3098253133,-2.6500000000000004,-4.249373433500001,0.6149999999999998,0
RA-716,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,6.7,8.1,8.9,7.5,,5.417,6.525,0.0,0.0,0.0,1
RA-716,2023,Fase 1,Agata,10,Masculino,Não,5.0,5.6,8.7,9.0,3.77,6.875,7.443333333,6.813366667,-1.1000000000000005,0.5999999999999996,-3.73,1
RA-716,2024,Fase 1,Agata,11,Masculino,Não,5.0,5.75,5.5335968375,9.002,7.51,6.71875,5.7875,6.2372943675000005,0.15000000000000036,-3.166403162499999,3.7399999999999998,1
RA-717,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,5.4,7.3,9.0,7.5,,7.917,6.832,0.0,0.0,0.0,1
RA-717,2023,Fase 1,Agata,11,Feminino,Não,5.0,5.9,8.5,0.0,7.52,8.125,8.446666667,6.633833333,0.5,1.2000000000000002,0.019999999999999574,1
RA-718,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,9.2,8.9,8.0,6.3,,7.417,8.093,0.0,0.0,0.0,0
RA-718,2023,Fase 1,Topázio,0,Feminino,Não,10.0,7.8,9.1,9.5,3.77,7.916666667,8.39,8.166866667,-1.3999999999999995,0.1999999999999993,-2.53,0
RA-718,2024,Fase 2,Topázio,10,Feminino,Não,10.0,9.5,9.5138888885,10.0,5.635,7.5,7.946666667,8.705811111100001,1.7000000000000002,0.4138888885000007,1.8649999999999998,0
RA-719,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,4.2,4.6,9.0,7.5,,6.083,5.552,0.0,0.0,0.0,1
RA-719,2023,Fase 0 (Alfa),Agata,0,Masculino,Não,5.0,5.9,5.3,9.5,7.52,5.625,7.095,6.4137,1.7000000000000002,0.7000000000000002,0.019999999999999574,1
RA-719,2024,Fase 1,Ametista,12,Masculino,Não,5.0,6.5,7.3484848485,10.0,7.51,7.5,6.7425,7.1193969697,0.5999999999999996,2.0484848485000002,-0.009999999999999787,1
RA-72,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,7.8,7.5,8.3,7.5,,8.667,7.64,0.0,0.0,0.0,1
RA-720,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,7.6,5.9,8.0,7.5,,7.083,6.731,0.0,0.0,0.0,1
RA-721,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,7.6,8.1,9.5,7.5,,7.917,7.973,0.0,0.0,0.0,0
RA-721,2023,Fase 1,Topázio,9,Feminino,Não,10.0,8.4,9.5,8.5,7.52,8.125,8.443333333,8.683366667,0.8000000000000007,1.4000000000000004,0.019999999999999574,0
RA-721,2024,Fase 2,Topázio,10,Feminino,Não,10.0,8.25,9.5445134575,9.002,8.135,8.75,8.755,8.8986026915,-0.15000000000000036,0.0445134575000008,0.6150000000000002,0
RA-722,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,8.1,8.1,10.0,4.4,,8.333,7.41,0.0,0.0,0.0,1
RA-722,2023,Fase 1,Ametista,0,Feminino,Não,5.0,6.4,9.6,8.5,2.52,8.125,8.67,7.3387,-1.6999999999999993,1.5,-1.8800000000000003,1
RA-723,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,5.5,6.6,10.0,8.1,,8.167,7.426,0.0,0.0,0.0,0
RA-724,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,5.6,5.9,9.5,5.6,,8.0,6.931,0.0,0.0,0.0,0
RA-725,2022,Fase 0 (Alfa),Nao_Informado,8,Masculino,Não,10.0,5.0,5.9,8.0,8.1,,5.5,6.33,0.0,0.0,0.0,0
RA-725,2023,Fase 0 (Alfa),Topázio,9,Masculino,Não,5.0,8.4,9.0,9.5,7.52,8.125,8.113333333,8.117366667,3.4000000000000004,3.0999999999999996,-0.5800000000000001,1
RA-725,2024,Fase 0 (Alfa),Ametista,10,Masculino,Não,5.0,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,7.0900771929,-1.1500000000000004,-1.3289473684999997,-0.009999999999999787,1
RA-726,2022,Fase 0 (Alfa),Nao_Informado,7,Feminino,Não,10.0,4.4,7.5,10.0,7.5,,6.583,6.985,0.0,0.0,0.0,0
RA-726,2023,Fase 0 (Alfa),Ametista,8,Feminino,Não,10.0,6.0,6.1,10.0,7.52,5.625,8.17,7.3687,1.5999999999999996,-1.4000000000000004,0.019999999999999574,0
RA-727,2022,Fase 0 (Alfa),Nao_Informado,8,Masculino,Não,10.0,8.4,7.7,9.0,8.1,,6.75,7.736,0.0,0.0,0.0,0
RA-727,2023,Fase 0 (Alfa),Ametista,0,Masculino,Não,5.0,8.0,8.8,9.5,2.52,7.5,9.34,7.6802,-0.40000000000000036,1.1000000000000005,-5.58,1
RA-727,2024,Fase 1,Topázio,10,Masculino,Não,10.0,8.5,8.4848484845,10.0,6.26,8.125,8.056666667,8.447003030300001,0.5,-0.3151515155000002,3.7399999999999998,0
RA-728,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,9.1,7.3,9.5,8.1,,8.167,8.244,0.0,0.0,0.0,0
RA-729,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,8.1,8.7,10.0,8.1,,7.25,8.155,0.0,0.0,0.0,0
RA-729,2023,Fase 0 (Alfa),Ametista,0,Feminino,Não,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,7.26545,0.5,0.40000000000000036,-4.33,1
RA-729,2024,Fase 0 (Alfa),Agata,10,Feminino,Não,5.0,6.0,8.4166666665,8.002,2.51,7.5,7.5,6.684533333300001,-2.5999999999999996,-0.6833333335000003,-1.2600000000000002,1
RA-73,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,3.3,3.0,7.1,7.5,,7.278,5.271,0.0,0.0,0.0,1
RA-730,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,8.3,8.2,10.0,8.8,,8.25,7.902,0.0,0.0,0.0,1
RA-730,2023,Fase 1,Ametista,10,Feminino,Sim,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,7.979325,-0.5000000000000009,0.5,-3.780000000000001,1
RA-730,2024,Fase 2,Topázio,11,Feminino,Não,10.0,9.5,7.152777778,8.002,6.885,9.166666667,8.666666667,8.469255555700002,1.7000000000000002,-1.5472222219999994,1.8650000000000002,0
RA-731,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,7.3,8.5,9.0,6.9,,7.083,7.151,0.0,0.0,0.0,1
RA-731,2023,Fase 1,Agata,11,Feminino,Não,5.0,6.8,7.6,8.5,3.14,7.5,7.45,6.7742,-0.5,-0.9000000000000004,-3.7600000000000002,1
RA-731,2024,Fase 2,Quartzo,12,Feminino,Não,5.0,2.5,4.188311688500001,9.502,4.375,5.78125,4.835,4.7704873377000006,-4.3,-3.411688311499999,1.2349999999999999,1
RA-732,2022,Fase 0 (Alfa),Nao_Informado,9,Masculino,Não,5.0,7.2,7.9,9.0,8.8,,7.5,7.347,0.0,0.0,0.0,1
RA-733,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,5.1,8.5,9.5,5.6,,6.917,6.684,0.0,0.0,0.0,1
RA-733,2023,Fase 1,Topázio,9,Feminino,Não,10.0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,8.3342,1.1000000000000005,0.1999999999999993,1.92,0
RA-733,2024,Fase 1,Topázio,10,Feminino,Não,5.0,9.25,10.0,10.0,7.51,8.90625,9.085,8.808825,3.05,1.3000000000000007,-0.009999999999999787,1
RA-734,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,7.3,7.2,9.5,5.6,,7.417,6.952,0.0,0.0,0.0,1
RA-734,2023,Fase 1,Ametista,11,Feminino,Não,5.0,6.9,8.0,8.5,7.52,7.34375,7.446666667,7.305908333,-0.39999999999999947,0.7999999999999998,1.92,1
RA-735,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,7.3,9.0,9.0,5.6,,8.583,7.485,0.0,0.0,0.0,1
RA-735,2023,Fase 1,Ametista,11,Feminino,Não,5.0,8.1,9.0,0.0,7.52,8.333333333,8.393333333,7.184,0.7999999999999998,0.0,1.92,1
RA-735,2024,Fase 2,Ametista,12,Feminino,Não,5.0,8.0,9.7826086955,8.002,6.255,7.65625,7.705,7.7888467391,-0.09999999999999964,0.7826086955000005,-1.2649999999999997,1
RA-736,2022,Fase 0 (Alfa),Nao_Informado,10,Masculino,Não,5.0,5.4,8.5,9.0,5.6,,7.0,6.707,0.0,0.0,0.0,1
RA-736,2023,Fase 1,Ametista,10,Masculino,Não,5.0,6.7,9.5,8.5,6.27,7.708333333,8.11,7.600033333,1.2999999999999998,1.0,0.6699999999999999,1
RA-737,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,9.0,9.2,9.5,5.6,,9.167,8.058,0.0,0.0,0.0,1
RA-737,2023,Fase 1,Topázio,9,Feminino,Não,10.0,7.5,7.8,9.5,7.52,7.291666667,7.783333333,8.048033333,-1.5,-1.3999999999999995,1.92,0
RA-737,2024,Fase 2,Topázio,11,Feminino,Não,10.0,9.25,8.6542443065,8.502,6.885,7.5,8.0,8.4695488613,1.75,0.8542443065000009,-0.6349999999999998,0
RA-738,2022,Fase 0 (Alfa),Nao_Informado,8,Feminino,Não,10.0,5.7,8.1,8.5,5.6,,7.5,7.227,0.0,0.0,0.0,0
RA-738,2023,Fase 1,Topázio,0,Feminino,Não,10.0,6.0,9.3,8.0,7.52,8.4375,8.336666667,8.123283333,0.2999999999999998,1.200000000000001,1.92,0
RA-738,2024,Fase 1,Ametista,10,Feminino,Não,5.0,7.25,7.292490119,10.0,6.885,6.875,7.39,7.2626980238,1.25,-2.0075098810000007,-0.6349999999999998,1
RA-739,2022,Fase 0 (Alfa),Nao_Informado,8,Masculino,Não,10.0,5.9,7.3,6.4,5.6,,7.083,6.82,0.0,0.0,0.0,0
RA-739,2023,Fase 0 (Alfa),Ametista,9,Masculino,Não,5.0,7.6,8.3,9.0,7.52,6.25,8.25,7.5972,1.6999999999999993,1.0000000000000009,1.92,1
RA-74,2022,Fase 5,Nao_Informado,16,Masculino,Não,5.0,2.0,3.3,9.6,7.5,,5.833,4.989,0.0,0.0,0.0,1
RA-740,2022,Fase 0 (Alfa),Nao_Informado,9,Feminino,Não,5.0,7.2,9.0,8.5,5.6,,7.5,7.218,0.0,0.0,0.0,1
RA-740,2023,Fase 0 (Alfa),Ametista,10,Feminino,Sim,5.0,9.1,8.7,0.0,7.52,6.875,8.925,7.2845,1.8999999999999995,-0.3000000000000007,1.92,1
RA-740,2024,Fase 1,Topázio,11,Feminino,Sim,5.0,8.0,9.555335968,9.002,7.51,8.541666667,8.223333333,8.1611005269,-1.0999999999999996,0.8553359680000003,-0.009999999999999787,1
RA-741,2022,Fase 0 (Alfa),Nao_Informado,10,Feminino,Não,5.0,6.3,8.4,9.5,5.6,,7.417,6.896,0.0,0.0,0.0,1
RA-741,2023,Fase 0 (Alfa),Agata,11,Feminino,Não,5.0,5.1,6.9,9.5,4.39,5.625,7.095,6.2707,-1.2000000000000002,-1.5,-1.21,1
