ra,ano,fase,pedra,idade_unificada,genero,bolsa,ian,ida,ieg,iaa,ips,ipp,ipv,inde,delta_ida,delta_ieg,delta_ips,risco_defasagem
RA-14,2022,Fase 7,Nao_Informado,21,Masculino,Não,5.0,4.0,8.3,7.9,7.5,,7.75,6.793,0.0,0.0,0.0,1
RA-140,2022,Fase 4,Nao_Informado,14,Feminino,Não,10.0,5.7,7.6,7.9,6.9,,7.667,7.407,0.0,0.0,0.0,0
RA-1400,2024,Fase 1,Ametista,9,Masculino,Não,10.0,7.25,6.6501976285,8.418,7.51,7.5,7.5,7.622839525700001,0.0,0.0,0.0,0
RA-1401,2024,Fase 1,Topázio,13,Masculino,Não,5.0,10.0,8.888888889,6.918,7.51,7.8125,8.085,8.1188277778,0.0,0.0,0.0,1
RA-1402,2024,Fase 1,Topázio,10,Feminino,Não,10.0,7.25,9.5454545455,10.0,7.51,8.4375,8.17,8.588040909100002,0.0,0.0,0.0,0
RA-1403,2024,Fase 1,Topázio,11,Feminino,Não,5.0,8.75,9.3073593075,9.002,7.51,8.4375,8.255,8.257421861500001,0.0,0.0,0.0,1
RA-1404,2024,Fase 1,Topázio,9,Feminino,Não,10.0,7.5,9.090909091,8.502,7.51,8.4375,8.17,8.3971318182,0.0,0.0,0.0,0
RA-1405,2024,Fase 1,Topázio,10,Feminino,Não,10.0,8.75,8.6363636365,8.002,7.51,8.125,8.17,8.4749727273,0.0,0.0,0.0,0
RA-1406,2024,Fase 1,Ametista,10,Feminino,Não,5.0,7.5,8.8636363635,8.002,7.51,8.4375,8.255,7.8186772727,0.0,0.0,0.0,1
RA-1407,2024,Fase 1,Ametista,10,Masculino,Não,5.0,5.75,9.318181818,10.0,7.51,7.8125,7.5,7.546086363600001,0.0,0.0,0.0,1
RA-1408,2024,Fase 1,Ametista,11,Masculino,Não,5.0,6.75,8.409090909,10.0,7.51,8.4375,7.5,7.626768181800001,0.0,0.0,0.0,1
RA-1409,2024,Fase 1,Ametista,10,Masculino,Não,5.0,7.25,9.0909090905,10.0,7.51,8.4375,7.5,7.863131818100001,0.0,0.0,0.0,1
RA-141,2022,Fase 4,Nao_Informado,14,Masculino,Não,10.0,5.7,8.2,9.2,5.6,,5.917,7.118,0.0,0.0,0.0,0
RA-141,2023,Fase 4,Agata,15,Masculino,Não,5.0,4.5,8.4,9.6,5.63,7.03125,7.0425,6.719791667,-1.2000000000000002,0.20000000000000107,0.03000000000000025,1
RA-1410,2024,Fase 1,Ametista,11,Masculino,Não,5.0,6.25,8.1136363635,9.002,7.51,8.75,8.165,7.5319272727,0.0,0.0,0.0,1
RA-1411,2024,Fase 1,Agata,11,Masculino,Não,5.0,2.75,9.5,9.002,6.26,8.4375,7.835,6.886950000000001,0.0,0.0,0.0,1
RA-1412,2024,Fase 1,Topázio,10,Masculino,Não,10.0,9.75,9.3073593075,10.0,7.51,8.75,8.835,9.2046718615,0.0,0.0,0.0,0
RA-1413,2024,Fase 1,Ametista,12,Masculino,Não,5.0,7.25,8.593073593,9.002,7.51,8.4375,7.92,7.747564718600001,0.0,0.0,0.0,1
RA-1414,2024,Fase 1,Topázio,10,Feminino,Não,10.0,8.5,9.2965367965,9.502,6.885,8.75,8.835,8.840007359300001,0.0,0.0,0.0,0
RA-1415,2024,Fase 1,Ametista,10,Feminino,Não,5.0,6.75,9.7727272725,8.002,6.26,7.291666667,7.056666667,7.3712454546,0.0,0.0,0.0,1
RA-1416,2024,Fase 1,Ametista,12,Feminino,Não,5.0,7.75,8.2765151515,8.502,7.51,7.916666667,6.386666667,7.375503030400001,0.0,0.0,0.0,1
RA-1417,2024,Fase 1,Ametista,10,Masculino,Não,5.0,9.0,9.337121212,9.002,7.51,6.25,6.5,7.7436242424,0.0,0.0,0.0,1
RA-1418,2024,Fase 1,Ametista,11,Masculino,Não,5.0,8.25,9.128787879,8.502,7.51,7.916666667,6.833333333,7.7352909091000015,0.0,0.0,0.0,1
RA-1419,2024,Fase 1,Topázio,10,Feminino,Não,10.0,7.5,10.0,8.502,7.51,8.958333333,8.783333333,8.7536999999,0.0,0.0,0.0,0
RA-142,2022,Fase 4,Nao_Informado,14,Feminino,Não,10.0,6.3,8.6,6.7,5.6,,7.583,7.457,0.0,0.0,0.0,0
RA-1420,2024,Fase 1,Quartzo,12,Masculino,Não,5.0,4.5,5.520833333500001,7.918,6.26,6.458333333,5.44,5.6558,0.0,0.0,0.0,1
RA-1421,2024,Fase 1,Ametista,11,Masculino,Não,5.0,7.5,6.777777778,9.002,7.51,6.875,7.163333333,7.126922222200001,0.0,0.0,0.0,1
RA-1422,2024,Fase 1,Ametista,11,Feminino,Não,5.0,4.75,7.5,9.502,7.51,8.125,7.7475,7.0132,0.0,0.0,0.0,1
RA-1423,2024,Fase 1,Agata,11,Masculino,Não,5.0,5.75,5.3125,8.502,7.51,7.8125,6.5425,6.403450000000001,0.0,0.0,0.0,1
RA-1424,2024,Fase 1,Ametista,12,Feminino,Não,5.0,7.25,8.9444444445,9.002,7.51,7.8125,6.915,7.5543388889,0.0,0.0,0.0,1
RA-1425,2024,Fase 1,Agata,12,Masculino,Não,5.0,7.0,6.7976190475,9.002,7.51,7.34375,5.92,6.8290988095000005,0.0,0.0,0.0,1
RA-1426,2024,Fase 1,Quartzo,11,Feminino,Não,5.0,2.75,5.845238095,9.502,7.51,7.5,5.8325,5.8367476190000005,0.0,0.0,0.0,1
RA-1427,2024,Fase 1,Topázio,11,Feminino,Não,5.0,8.0,10.0,9.502,7.51,8.90625,8.6675,8.425325,0.0,0.0,0.0,1
RA-1428,2024,Fase 1,Topázio,10,Masculino,Não,5.0,8.0,8.8562091505,8.502,7.51,9.166666667,8.085,8.006108496800001,0.0,0.0,0.0,1
RA-1429,2024,Fase 1,Topázio,11,Masculino,Não,5.0,7.75,8.888888889,9.502,7.51,8.958333333,8.085,8.041811111100001,0.0,0.0,0.0,1
RA-143,2022,Fase 4,Nao_Informado,13,Masculino,Não,10.0,7.9,9.9,8.3,5.6,,9.5,8.638,0.0,0.0,0.0,0
RA-143,2023,Fase 5,Ametista,0,Masculino,Sim,10.0,6.5,9.6,8.3,2.52,8.28125,8.3375,7.794358333,-1.4000000000000004,-0.3000000000000007,-3.0799999999999996,0
RA-143,2024,Fase 7,Ametista,15,Masculino,Sim,10.0,2.6333333333333333,9.92,10.0,6.885,7.5,7.5,7.449366666666667,-3.8666666666666667,0.3200000000000003,4.365,0
RA-1430,2024,Fase 1,Ametista,11,Masculino,Não,5.0,6.25,10.0,8.502,7.51,8.958333333,8.085,7.864033333300001,0.0,0.0,0.0,1
RA-1431,2024,Fase 1,Ametista,11,Feminino,Não,5.0,8.0,7.7432712215,9.002,7.51,7.96875,9.09,7.9147292443,0.0,0.0,0.0,1
RA-1432,2024,Fase 1,Topázio,10,Feminino,Não,5.0,9.5,10.0,10.0,7.51,9.21875,8.505,8.774075000000002,0.0,0.0,0.0,1
RA-1433,2024,Fase 1,Topázio,10,Feminino,Não,5.0,8.75,9.068322981,8.502,7.51,8.28125,8.505,8.1939895962,0.0,0.0,0.0,1
RA-1434,2024,Fase 1,Topázio,10,Masculino,Não,5.0,9.0,7.9813664595,8.502,6.26,9.53125,9.76,8.2775982919,0.0,0.0,0.0,1
RA-1435,2024,Fase 1,Ametista,10,Masculino,Não,10.0,7.5,7.833333333500001,9.502,7.51,7.1875,6.165,7.7196166667,0.0,0.0,0.0,0
RA-1436,2024,Fase 1,Ametista,11,Feminino,Não,5.0,8.0,8.674948240500001,7.418,7.51,8.28125,7.17,7.589914648100001,0.0,0.0,0.0,1
RA-1437,2024,Fase 1,Ametista,11,Feminino,Não,5.0,8.0,9.347826087,8.502,7.51,8.28125,7.92,7.982890217400001,0.0,0.0,0.0,1
RA-1438,2024,Fase 1,Topázio,10,Feminino,Não,5.0,7.0,9.0,10.0,7.51,8.90625,9.175,8.176825000000001,0.0,0.0,0.0,1
RA-1439,2024,Fase 1,Topázio,11,Feminino,Não,5.0,8.5,10.0,7.502,7.51,9.375,9.345,8.507700000000002,0.0,0.0,0.0,1
RA-144,2022,Fase 4,Nao_Informado,14,Feminino,Não,10.0,7.9,9.3,7.5,5.0,,8.292,8.181,0.0,0.0,0.0,0
RA-144,2023,Fase 5,Quartzo,14,Feminino,Sim,10.0,4.4,5.2,0.0,2.52,6.25,6.0,4.990333333,-3.5,-4.1000000000000005,-2.48,0
RA-1440,2024,Fase 1,Ametista,10,Feminino,Não,5.0,4.5,9.5445134575,9.002,7.51,8.75,8.17,7.469102691500001,0.0,0.0,0.0,1
RA-1441,2024,Fase 1,Topázio,9,Masculino,Não,10.0,8.5,9.109730849,9.502,7.51,9.375,9.005,8.961646169800002,0.0,0.0,0.0,0
RA-1442,2024,Fase 1,Ametista,13,Masculino,Não,5.0,7.25,8.674948240500001,8.002,7.51,7.5,5.745,7.135189648100001,0.0,0.0,0.0,1
RA-1443,2024,Fase 1,Agata,13,Feminino,Não,5.0,6.75,7.5,6.918,6.26,7.708333333,7.415,6.921633333300001,0.0,0.0,0.0,1
RA-1444,2024,Fase 1,Agata,11,Masculino,Não,5.0,6.0,5.277777778,8.502,7.51,7.708333333,7.415,6.610588888900001,0.0,0.0,0.0,1
RA-1445,2024,Fase 1,Ametista,10,Feminino,Não,5.0,7.25,9.5,9.502,7.51,7.916666667,7.5,7.842866666700001,0.0,0.0,0.0,1
RA-1446,2024,Fase 1,Quartzo,9,Masculino,Não,10.0,0.0,6.6501976285,8.002,6.26,7.291666667,7.075,5.9004061924,0.0,0.0,0.0,0
RA-1447,2024,Fase 1,Ametista,11,Feminino,Não,5.0,5.25,9.7368421055,9.502,7.51,7.916666667,7.75,7.5402350878,0.0,0.0,0.0,1
RA-1448,2024,Fase 1,Ametista,13,Feminino,Não,5.0,6.0,9.5346320345,9.002,7.51,7.5,7.29,7.466126406900001,0.0,0.0,0.0,1
RA-1449,2024,Fase 1,Ametista,10,Feminino,Não,5.0,6.75,8.3333333335,7.418,7.51,7.96875,7.04,7.214341666700001,0.0,0.0,0.0,1
RA-145,2022,Fase 4,Nao_Informado,16,Masculino,Não,5.0,5.2,6.3,0.0,8.1,,7.25,5.846,0.0,0.0,0.0,1
RA-1450,2024,Fase 1,Ametista,9,Masculino,Não,10.0,3.5,8.571428571,9.502,7.51,7.8125,7.5425,7.405235714200002,0.0,0.0,0.0,0
RA-1451,2024,Fase 1,Ametista,11,Feminino,Não,5.0,6.0,8.8095238095,10.0,7.51,7.96875,7.7525,7.560479761900002,0.0,0.0,0.0,1
RA-1452,2024,Fase 2,Topázio,12,Masculino,Não,10.0,7.75,10.0,9.002,7.51,7.916666667,8.17,8.6268666667,0.0,0.0,0.0,0
RA-1453,2024,Fase 2,Ametista,12,Feminino,Não,5.0,6.5,7.8214285715,8.502,6.25,7.5,7.67,7.1234857143,0.0,0.0,0.0,1
RA-1454,2024,Fase 2,Ametista,10,Feminino,Não,10.0,7.75,5.880952381,8.002,7.51,7.708333333,8.28,7.7042238095,0.0,0.0,0.0,0
RA-1455,2024,Fase 2,Agata,12,Feminino,Não,5.0,3.5,7.777777778,8.002,7.51,7.708333333,7.833333333,6.6442555555,0.0,0.0,0.0,1
RA-1456,2024,Fase 2,Topázio,11,Masculino,Não,10.0,7.75,9.511904762,9.502,7.51,7.5,7.946666667,8.492914285800001,0.0,0.0,0.0,0
RA-1457,2024,Fase 2,Agata,12,Feminino,Não,5.0,2.75,8.0357142855,3.498,7.51,7.291666667,7.663333333,6.0197761904,0.0,0.0,0.0,1
RA-1458,2024,Fase 2,Quartzo,12,Feminino,Não,5.0,3.25,7.280701754500001,8.751,7.51,6.041666667,5.213333333,5.879073684200001,0.0,0.0,0.0,1
RA-1459,2024,Fase 2,Agata,12,Masculino,Não,5.0,3.75,8.2976190475,8.002,7.51,7.5,7.273333333,6.665390476100001,0.0,0.0,0.0,1
RA-146,2022,Fase 4,Nao_Informado,15,Feminino,Não,5.0,7.9,9.2,8.3,7.5,,8.208,7.947,0.0,0.0,0.0,1
RA-146,2023,Fase 5,Ametista,0,Feminino,Não,5.0,7.9,9.5,6.2,5.0,8.4375,8.2125,7.584483333,0.0,0.3000000000000007,-2.5,1
RA-146,2024,Fase 5,Topázio,17,Feminino,Não,5.0,9.333333333333334,9.514316093333331,8.751,5.635,7.65625,8.304,8.134554885333333,1.4333333333333336,0.014316093333331281,0.6349999999999998,1
RA-1460,2024,Fase 2,Agata,12,Masculino,Não,10.0,3.25,7.460526316,9.502,7.51,6.875,6.27,6.784805263200001,0.0,0.0,0.0,0
RA-1461,2024,Fase 2,Agata,12,Feminino,Não,5.0,2.75,9.273809524,10.0,7.51,7.5,7.33,6.871961904800001,0.0,0.0,0.0,1
RA-1462,2024,Fase 2,Ametista,13,Feminino,Não,5.0,6.5,10.0,8.502,7.51,8.125,7.053333333,7.6243666666,0.0,0.0,0.0,1
RA-1463,2024,Fase 2,Topázio,12,Masculino,Não,10.0,10.0,9.722222222,8.502,7.51,9.0625,8.113333333,9.074561111,0.0,0.0,0.0,0
RA-1464,2024,Fase 2,Ametista,13,Feminino,Não,5.0,6.25,7.794871795,8.002,7.51,9.0625,7.61,7.288424359,0.0,0.0,0.0,1
RA-1465,2024,Fase 2,Ametista,12,Masculino,Não,5.0,5.75,8.75,7.418,7.51,8.75,7.833333333,7.3344666666,0.0,0.0,0.0,1
RA-1466,2024,Fase 2,Topázio,12,Masculino,Não,10.0,7.5,7.380952381,10.0,7.51,8.75,8.056666667,8.213723809600001,0.0,0.0,0.0,0
RA-1467,2024,Fase 2,Topázio,12,Masculino,Não,10.0,9.25,9.022556391,9.002,7.51,8.75,8.28,8.836711278200001,0.0,0.0,0.0,0
RA-1468,2024,Fase 2,Topázio,12,Feminino,Não,10.0,7.0,8.972431078,8.502,7.51,8.4375,7.443333333,8.1281028822,0.0,0.0,0.0,0
RA-1469,2024,Fase 2,Ametista,13,Masculino,Não,5.0,4.75,9.4444444445,8.502,7.51,8.75,8.223333333,7.459755555500001,0.0,0.0,0.0,1
RA-147,2022,Fase 4,Nao_Informado,14,Feminino,Não,10.0,6.1,7.7,8.3,7.5,,7.25,7.541,0.0,0.0,0.0,0
RA-147,2023,Fase 4,Quartzo,15,Feminino,Não,5.0,4.5,7.0,0.0,5.63,6.875,7.46,5.5425,-1.5999999999999996,-0.7000000000000002,-1.87,1
RA-147,2024,Fase 5,Ametista,16,Feminino,Não,5.0,6.166666666666667,9.277056277,8.334,7.51,7.5,7.386666667,7.400477922133334,1.666666666666667,2.277056277,1.88,1
RA-1470,2024,Fase 2,Quartzo,12,Feminino,Não,5.0,5.0,6.35610766,8.002,6.26,6.875,5.4125,5.967421532000001,0.0,0.0,0.0,1
RA-1471,2024,Fase 2,Ametista,13,Masculino,Não,5.0,7.5,7.195652174,10.0,7.51,7.65625,7.2425,7.404455434800001,0.0,0.0,0.0,1
RA-1472,2024,Fase 2,Topázio,11,Masculino,Não,10.0,8.75,10.0,8.502,7.51,7.96875,8.1275,8.773575000000001,0.0,0.0,0.0,0
RA-1473,2024,Fase 2,Agata,13,Masculino,Não,5.0,5.25,8.4368530025,9.502,5.625,6.5625,6.415,6.689320600500001,0.0,0.0,0.0,1
RA-1474,2024,Fase 2,Ametista,11,Feminino,Não,10.0,7.5,7.960662526,8.002,5.625,6.71875,6.2875,7.384207505200001,0.0,0.0,0.0,0
RA-1475,2024,Fase 2,Ametista,10,Feminino,Não,10.0,5.0,8.070175439,9.002,7.51,7.5,6.993333333,7.413901754400001,0.0,0.0,0.0,0
RA-1476,2024,Fase 2,Topázio,11,Feminino,Não,10.0,8.5,10.0,9.502,5.635,8.4375,8.7525,8.80795,0.0,0.0,0.0,0
RA-1477,2024,Fase 2,Ametista,11,Masculino,Não,10.0,5.0,8.010869565,8.002,7.51,6.40625,6.2875,7.0514989130000005,0.0,0.0,0.0,0
RA-1478,2024,Fase 2,Agata,11,Masculino,Não,10.0,4.25,6.666666667,8.002,6.255,6.875,7.1225,6.7210333334,0.0,0.0,0.0,0
RA-1479,2024,Fase 2,Agata,12,Masculino,Não,10.0,4.25,6.1965811965,8.502,7.51,7.1875,6.0325,6.615766239300001,0.0,0.0,0.0,0
RA-148,2022,Fase 4,Nao_Informado,14,Masculino,Não,10.0,5.3,7.9,9.2,10.0,,7.708,7.894,0.0,0.0,0.0,0
RA-1480,2024,Fase 2,Ametista,12,Masculino,Não,5.0,5.5,8.875,8.502,7.51,7.1875,6.9975,7.09445,0.0,0.0,0.0,1
RA-1481,2024,Fase 2,Agata,12,Feminino,Não,5.0,4.75,8.782608695499999,8.502,7.51,6.875,6.8275,6.860721739100001,0.0,0.0,0.0,1
RA-1482,2024,Fase 2,Quartzo,14,Masculino,Não,5.0,0.0,5.0,8.502,7.51,7.5,6.8725,5.2257,0.0,0.0,0.0,1
RA-1483,2024,Fase 2,Ametista,11,Masculino,Não,10.0,6.5,7.913043478500001,9.502,7.51,5.78125,5.7475,7.311433695700001,0.0,0.0,0.0,0
RA-1484,2024,Fase 2,Ametista,14,Feminino,Não,5.0,7.0,10.0,9.002,6.26,7.5,7.89,7.754200000000001,0.0,0.0,0.0,1
RA-1485,2024,Fase 2,Agata,13,Masculino,Não,5.0,5.0,7.7432712215,9.002,5.625,7.5,7.386666667,6.7386875777,0.0,0.0,0.0,1
RA-1486,2024,Fase 2,Agata,11,Masculino,Não,10.0,5.75,5.431372549,8.002,6.26,7.916666667,7.056666667,6.865474509900001,0.0,0.0,0.0,0
RA-1487,2024,Fase 2,Topázio,13,Feminino,Não,5.0,8.25,9.5652173915,10.0,6.26,7.708333333,7.833333333,8.0267434782,0.0,0.0,0.0,1
RA-1488,2024,Fase 2,Agata,11,Feminino,Não,10.0,3.5,7.111801242,8.002,7.51,7.5,6.716666667,6.7668935818000016,0.0,0.0,0.0,0
RA-1489,2024,Fase 2,Quartzo,12,Masculino,Não,5.0,5.0,5.793478261000001,9.002,6.26,6.666666667,5.663333333,5.9842289855000015,0.0,0.0,0.0,1
RA-149,2022,Fase 4,Nao_Informado,15,Feminino,Não,5.0,5.0,6.5,9.2,7.5,,6.125,6.323,0.0,0.0,0.0,1
RA-149,2023,Fase 4,Quartzo,0,Feminino,Não,5.0,4.7,4.2,8.8,2.52,7.5,7.2925,5.622266667,-0.2999999999999998,-2.3,-4.98,1
RA-149,2024,Fase 5,Quartzo,17,Feminino,Não,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,7.34375,6.626,5.7316173854,-0.8666666666666667,-0.0956214063333336,3.7399999999999998,1
RA-1490,2024,Fase 2,Ametista,12,Feminino,Sim,5.0,7.75,9.5652173915,8.502,6.26,6.666666667,6.333333333,7.3725768116,0.0,0.0,0.0,1
RA-1491,2024,Fase 2,Ametista,12,Masculino,Não,10.0,6.5,6.25,9.002,7.51,7.5,7.78,7.5072,0.0,0.0,0.0,0
RA-1492,2024,Fase 2,Topázio,9,Masculino,Não,10.0,8.0,8.8141025645,8.002,7.51,8.75,8.45,8.479020512900002,0.0,0.0,0.0,0
RA-1493,2024,Fase 2,Agata,12,Masculino,Não,5.0,4.0,7.8468899525,8.502,7.51,7.1875,5.946666667,6.378661323900001,0.0,0.0,0.0,1
RA-1494,2024,Fase 2,Quartzo,11,Feminino,Não,10.0,4.25,6.7794117645,0.0,7.51,7.5,5.84,5.8748823529,0.0,0.0,0.0,0
RA-1495,2024,Fase 2,Topázio,11,Feminino,Não,10.0,8.25,8.318181818,9.002,7.51,8.75,8.223333333,8.4845030302,0.0,0.0,0.0,0
RA-1496,2024,Fase 2,Agata,12,Feminino,Não,10.0,4.25,5.714285714500001,9.002,7.51,7.8125,6.773333333,6.7799738095,0.0,0.0,0.0,0
RA-1497,2024,Fase 2,Quartzo,12,Feminino,Não,10.0,2.0,5.0227272725,0.0,7.51,6.875,6.996666667,5.2423787879,0.0,0.0,0.0,0
RA-1498,2024,Fase 2,Ametista,13,Feminino,Não,5.0,7.0,7.840909091,8.502,7.51,8.125,6.33,7.147881818200001,0.0,0.0,0.0,1
RA-1499,2024,Fase 2,Ametista,12,Feminino,Não,10.0,6.5,9.25,8.418,6.885,8.125,7.11,7.914800000000001,0.0,0.0,0.0,0
RA-15,2022,Fase 7,Nao_Informado,18,Masculino,Não,5.0,7.3,10.0,8.8,7.5,,7.292,7.783,0.0,0.0,0.0,1
RA-150,2022,Fase 4,Nao_Informado,16,Feminino,Não,5.0,6.9,6.3,9.6,6.9,,7.333,6.962,0.0,0.0,0.0,1
RA-1500,2024,Fase 2,Ametista,11,Masculino,Não,10.0,3.5,8.3333333335,9.502,6.885,8.4375,7.556666667,7.360450000100002,0.0,0.0,0.0,0
RA-1501,2024,Fase 2,Topázio,11,Feminino,Não,10.0,5.0,10.0,9.502,7.51,8.4375,7.5,8.04495,0.0,0.0,0.0,0
RA-1502,2024,Fase 2,Agata,12,Feminino,Não,5.0,5.25,7.628205128,8.002,7.51,7.8125,7.39,6.886091025600001,0.0,0.0,0.0,1
RA-1503,2024,Fase 2,Agata,13,Feminino,Não,5.0,2.75,10.0,7.502,7.51,8.958333333,7.723333333,6.991699999900001,0.0,0.0,0.0,1
RA-1504,2024,Fase 2,Agata,12,Feminino,Não,5.0,6.75,4.6136363635,7.5,5.63,5.833333333,6.94,6.057060605999999,0.0,0.0,0.0,1
RA-1505,2024,Fase 2,Agata,13,Masculino,Não,5.0,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,6.7199171717,0.0,0.0,0.0,1
RA-1506,2024,Fase 2,Ametista,11,Feminino,Não,10.0,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,7.151855844200001,0.0,0.0,0.0,0
RA-1507,2024,Fase 2,Quartzo,12,Masculino,Não,5.0,5.0,4.448051948,6.918,7.51,4.583333333,3.776666667,5.046077056300001,0.0,0.0,0.0,1
RA-1508,2024,Fase 2,Topázio,10,Feminino,Não,10.0,9.25,7.2294372295,7.502,7.51,7.5,8.166666667,8.1804207793,0.0,0.0,0.0,0
RA-1509,2024,Fase 2,Ametista,11,Masculino,Não,10.0,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,7.560230303200001,0.0,0.0,0.0,0
RA-151,2022,Fase 4,Nao_Informado,16,Feminino,Não,5.0,8.3,7.5,8.8,6.9,,7.958,7.563,0.0,0.0,0.0,1
RA-151,2023,Fase 5,Agata,17,Feminino,Não,5.0,7.9,7.8,0.0,7.52,8.59375,8.1725,6.892541667,-0.40000000000000036,0.2999999999999998,0.6199999999999992,1
RA-1510,2024,Fase 2,Topázio,11,Feminino,Não,10.0,10.0,9.7727272725,10.0,7.51,9.583333333,9.003333333,9.4647454544,0.0,0.0,0.0,0
RA-1511,2024,Fase 2,Topázio,11,Feminino,Não,10.0,8.75,9.3271221535,10.0,7.51,8.4375,8.556666667,8.9217077641,0.0,0.0,0.0,0
RA-1512,2024,Fase 2,Topázio,10,Feminino,Não,10.0,5.5,10.0,9.502,7.51,7.8125,7.61,8.10445,0.0,0.0,0.0,0
RA-1513,2024,Fase 2,Agata,12,Feminino,Não,5.0,3.75,7.5252525255,8.502,7.51,7.5,7.223333333,6.5509171717,0.0,0.0,0.0,1
RA-1514,2024,Fase 2,Ametista,12,Feminino,Não,10.0,5.5,7.979797980000001,9.002,7.51,7.1875,7.273333333,7.520576262600001,0.0,0.0,0.0,0
RA-1515,2024,Fase 2,Quartzo,12,Feminino,Não,5.0,3.5,6.6666666665,6.418,6.255,6.875,6.72,5.832133333300001,0.0,0.0,0.0,1
RA-1516,2024,Fase 3,Ametista,13,Feminino,Sim,10.0,4.666666666666667,5.404288499000001,9.585,9.38,7.96875,7.5475,7.217066033133334,0.0,0.0,0.0,0
RA-1517,2024,Fase 3,Agata,15,Masculino,Não,5.0,4.666666666666667,4.305555555666667,9.168,9.38,7.5,6.7075,6.240744444466667,0.0,0.0,0.0,1
RA-1518,2024,Fase 3,Quartzo,15,Feminino,Não,5.0,1.75,5.714285714333333,7.084,9.38,7.65625,6.5825,5.721382142866666,0.0,0.0,0.0,1
RA-1519,2024,Fase 3,Ametista,15,Masculino,Não,10.0,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,7.210222117800001,0.0,0.0,0.0,0
RA-152,2022,Fase 4,Nao_Informado,16,Feminino,Não,5.0,6.5,7.0,8.3,7.5,,6.292,6.712,0.0,0.0,0.0,1
RA-152,2023,Fase 4,Agata,16,Feminino,Não,5.0,4.5,7.7,7.9,2.52,7.8125,7.71,6.30695,-2.0,0.7000000000000002,-4.98,1
RA-152,2024,Fase 5,Agata,17,Feminino,Não,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.8125,7.443333333,6.5837938596,0.666666666666667,-0.36228070166666715,3.11,1
RA-1520,2024,Fase 3,Ametista,14,Feminino,Não,5.0,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,7.0026462121333335,0.0,0.0,0.0,1
RA-1521,2024,Fase 3,Quartzo,14,Feminino,Não,5.0,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,5.065788844333333,0.0,0.0,0.0,1
RA-1522,2024,Fase 3,Topázio,13,Masculino,Não,10.0,7.0,10.0,8.751,9.38,6.875,7.1275,8.3261,0.0,0.0,0.0,0
RA-1523,2024,Fase 3,Topázio,11,Masculino,Não,10.0,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,8.67371279,0.0,0.0,0.0,0
RA-1524,2024,Fase 3,Quartzo,14,Feminino,Não,5.0,4.0,2.777777777666667,7.917,7.51,7.65625,6.9175,5.5473805555333335,0.0,0.0,0.0,1
RA-1525,2024,Fase 3,Ametista,13,Masculino,Não,10.0,7.0,8.293650793666666,7.917,5.63,8.541666667,7.553333333,7.778263492033334,0.0,0.0,0.0,0
RA-1526,2024,Fase 3,Ametista,13,Feminino,Não,10.0,3.75,10.0,9.168,8.75,8.125,8.1275,7.9798,0.0,0.0,0.0,0
RA-1527,2024,Fase 3,Topázio,13,Masculino,Não,10.0,8.0,10.0,9.168,7.51,7.96875,7.835,8.631675000000001,0.0,0.0,0.0,0
RA-1528,2024,Fase 3,Ametista,13,Masculino,Não,10.0,5.666666666666667,7.787878788,9.168,7.51,7.96875,7.335,7.622584090933335,0.0,0.0,0.0,0
RA-1529,2024,Fase 3,Agata,14,Feminino,Não,5.0,5.5,7.435897436,6.666,7.51,8.125,6.964,6.710079487200001,0.0,0.0,0.0,1
RA-153,2022,Fase 4,Nao_Informado,14,Feminino,Não,10.0,6.6,8.2,7.9,5.0,,7.708,7.535,0.0,0.0,0.0,0
RA-153,2023,Fase 5,Ametista,15,Feminino,Sim,10.0,6.4,7.4,9.2,2.52,8.125,7.71,7.289966667,-0.1999999999999993,-0.7999999999999989,-2.48,0
RA-153,2024,Fase 7,Quartzo,16,Feminino,Sim,10.0,0.0,0.0,8.751,6.5675,7.5,7.5,4.78185,-6.4,-7.4,4.047499999999999,0
RA-1530,2024,Fase 3,Quartzo,13,Masculino,Não,10.0,2.833333333333333,2.5238095237666665,0.0,8.13,7.03125,5.258,4.6391535714200005,0.0,0.0,0.0,0
RA-1531,2024,Fase 3,Ametista,14,Masculino,Não,5.0,5.833333333333333,7.972686733666666,8.751,7.505,7.34375,7.14,7.0491790134,0.0,0.0,0.0,1
RA-1532,2024,Fase 3,Quartzo,15,Masculino,Não,5.0,2.0,3.905723905333333,0.0,7.51,7.5,6.832,4.548544781066667,0.0,0.0,0.0,1
RA-1533,2024,Fase 3,Topázio,14,Feminino,Não,10.0,9.5,9.710144927666668,9.168,8.135,8.5,8.3375,9.089828985533336,0.0,0.0,0.0,0
RA-1534,2024,Fase 3,Ametista,13,Feminino,Não,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,7.188366666666667,0.0,0.0,0.0,0
